"x","y","Neurons","Cytokines","Epithelial cells","OPCs","Endothelial cells","Proliferation","Mural cells","Macrophages/Microglia cells"
5258,2401,0.000706454103554463,0.00915601510522717,3.40435556494115e-05,0.166117910252785,0.103471469703331,9.6720830175821e-06,0.533441520227617,0.187062914968819
9872,7318,0.00342829367195971,0.0139596886534629,0.000400804521571694,0.337569959448274,0.152249004219927,6.84499564988935e-05,0.165578526235735,0.326745273292571
3878,5757,0.000969331185408899,0.0044304095072984,1.7796128350107e-05,0.168993301901923,0.102572515359856,5.73949827297521e-05,0.252013392171672,0.470945858762761
3949,2041,0.000160897680996469,0.00116908789142454,7.47487418319604e-06,0.174612122671505,0.332039848506809,6.34996401401099e-06,0.0935515007784233,0.398452717632645
4634,9713,0.00197102172296176,0.00157327109075885,6.24711105759599e-06,0.335878156076756,0.132394914955414,6.07924921171692e-05,0.226606242376858,0.301509354174076
9114,7917,0.00264913584529692,0.0226184487985018,0.00130048990990733,0.374045411332249,0.0981686583899772,0.000181334459020218,0.167432929835291,0.333603591429757
4156,2400,0.00143041814449678,0.00343588722007859,3.44691752929691e-05,0.201063080232119,0.141973239680176,1.62689745293879e-05,0.354019190541869,0.298027446031439
6219,10553,0.00098970852858138,0.00330419960886814,5.2748757659555e-06,0.389219952782253,0.146557441529667,0.000170274289318383,0.107907278662442,0.351845869723104
7872,10554,0.0185299242829032,0.0290448689741604,0.00167011539262045,0.134899929064383,0.110997806929605,0.00302330051237166,0.389934335185993,0.311899719657963
8079,9475,0.00261362973253269,0.0301114307540539,0.00573412902708833,0.260696470069754,0.0607013359081544,0.00103159471320674,0.39202153985337,0.247089869941839
9942,4561,0.0047567690786107,0.00863768950379982,0.000261978860495721,0.136315949356923,0.30238223231204,0.00040867814070015,0.111975319403758,0.435261383343673
8702,5280,0.000910844783196028,0.00200751512963766,3.20703630872868e-05,0.0438915303038622,0.265685866366904,0.00010822319326172,0.0150804443021336,0.672283505557918
8841,1923,0.00590022806928731,0.0170630213386402,0.0014462533058663,0.0957273949893822,0.192454463451151,0.000223974926276027,0.162337307317333,0.524847356602064
4429,7196,0.00330000383069185,0.0070631658369998,9.8587970275021e-05,0.223797514995412,0.176013177365437,0.00123106557975728,0.0849883324671707,0.503508151954256
7736,6718,0.00216509338088683,0.004392315665896,4.33514658157449e-05,0.351552950295425,0.209206644388362,4.5336114825582e-05,0.144040352651439,0.28855395603735
5602,4199,0.000199713548037138,0.00255514246801144,1.78943126908973e-05,0.212607683827015,0.0340781034834558,4.87761143912905e-06,0.527786105263217,0.222750479486134
3811,3239,0.00048706920926948,0.00498912105998051,7.12262915637652e-05,0.0852564213011248,0.13117338011297,0.000608474553088796,0.582026016850682,0.195388290621321
6428,4439,0.0033999932448514,0.00645692281520667,0.000198497378191966,0.104637140260395,0.158259122405153,0.000501226575613748,0.185228546593599,0.54131855072699
